Student_ID,Basic_Arithmetic,Geometry_Understanding,Word_Problems,Advanced_Math_Concepts,Vocabulary_Knowledge,Passage_Understanding,Inferential_Thinking,Teamwork_Ability,Communication_Skills,Emotional_Recognition,Attendance_Rate,Participation_Score,Focus_Levels,Frequent_Interruptions,Consistent_Assignment_Completion,Age,Gender,Grade_Level,Socio_Economic_Status,Learning_Style,Study_Hours_Per_Week,Access_to_Technology,Extracurricular_Participation,Sleep_Hours_Per_Night,Stress_Level,Tutoring_Sessions_Per_Week,Parental_Involvement
260,80.16786522120876,63.16003716085454,57.15524269985649,65.62347734587412,67.86370744875153,93.08127146092983,82.01807530482577,83.51929627748912,83.60225719489566,93.23169417454217,98.6884240154177,74.561114833899,61.41450698055978,26.148929681679217,70.57356848392473,17,Female,12th,High,Auditory,5,No,3,6,4,2,9.9
261,100,78.87252300050082,80.08792207400114,75.01836396634917,60.05677082812084,82.84337284157618,83.21768574321439,56.00139351900079,50.239019637054525,68.58105839740774,87.55451429635286,60.49558826254504,43.345285110498075,26.36573652102165,72.40966293995115,17,Female,12th,Medium,Auditory,4,No,2,9.1,7,0,6.4
262,58.93125733391829,61.51363133651615,81.0306692337591,43.969453633836146,70.53187157404705,67.94370211195319,71.69201320302774,78.24266518771546,96.92614024040552,90.74172782080366,99.57884847768582,69.56374134892793,79.94200366161547,17.376827301850838,77.54746870850185,17,Female,12th,High,Visual,12,No,4,5.2,5,0,8.5
263,76.78275937741229,72.77255663632303,62.97112996680747,67.95719709351206,90.13050344580765,78.24903475973375,75.04765451833649,79.67088413809223,78.00208565039298,81.168173630728,98.61668019322678,93.42615884836218,78.41487179594444,17.064522504959466,98.00878675163618,17,Female,12th,Medium,Visual,16,Yes,2,6.5,4,1,10
264,99.59998520834951,88.66112625242222,73.0591969667908,86.4541544598661,61.674191349156835,59.23680665344864,56.22153809543423,65.54108311019837,71.6541636744067,87.01053681126601,92.06537608406506,82.66162876774895,75.53672982311302,18.220286007692547,79.15349306713307,16,Male,11th,High,Visual,15,Yes,0,7,6,0,3
265,67.16358814377904,73.64234778434204,68.32218123461442,56.9508162597727,86.78128250112427,78.90935128028605,47.43555370328218,71.15389207005106,60.07841812602166,94.71585033284305,82.7633743698243,53.455362503345036,60.323851281677264,47.475427785739164,67.95544360587354,14,Male,9th,Medium,Visual,12,Yes,0,7.6,7,0,8.6
266,77.76020990303915,64.9142659325886,69.5195681241976,64.63256457160222,66.57264530009331,63.924993754183134,74.43618693202419,82.20675800122193,70.62703011688644,75.09703549594542,76.23226924915798,65.41435465702584,22.45348110955251,39.42919623312379,67.98465543628126,16,Female,11th,Medium,Auditory,16,Yes,2,8.7,5,0,10
267,73.11077210885485,61.83459756252684,58.16806604089526,63.3235019496977,70.52498045769165,75.62233812465,61.241831766374695,75.86755962790902,58.361604291284266,64.5388797792012,93.47561507951468,60.732092191743746,57.614328075068485,33.11132734435306,82.36434762368587,15,Male,10th,Low,Auditory,13,Yes,1,5.2,8,1,6.7
268,70.22983956794994,87.56277502700604,60.82011476618726,80.99236986711368,74.24290935421789,59.08838205425089,69.4209904770646,84.40164815946646,63.49881228543582,63.40167350828579,97.14201963506639,75.03667184079687,81.64152361150374,26.90732822829794,81.64480470525909,14,Female,9th,High,Visual,1,Yes,2,6.9,7,1,3.4
269,80.61899116459364,68.52838209045937,72.6220060730099,77.77836504518659,69.73761357003482,66.60491003876727,64.06010019918946,72.90962076036892,69.44978002293087,66.28261722806589,91.40168340411037,73.2684915303866,75.28885654742834,37.0960892253238,69.38260600881279,17,Non-binary,12th,High,Visual,3,Yes,0,7.4,6,1,1.5
270,93.47862588653912,85.19932294743745,64.70742443561706,35.30650147431053,62.376167265200046,73.85799751829582,58.68313397574495,82.92994145842998,59.926363465263684,52.5384240597043,93.29991570557468,51.603499662309325,19.044041196883857,46.06131768782063,54.952788299076175,14,Male,9th,High,Auditory,13,Yes,0,4.8,5,0,6.3
271,69.6478001063528,48.22308601419519,65.70967510112462,69.08166221290418,86.36258235672268,81.35422839372197,65.0556501741981,81.67730081340817,93.74908901333855,92.59342128783953,96.76556304795668,82.18108966492996,62.063407315929425,25.01246070494852,64.12762665828213,14,Female,9th,Medium,Auditory,8,Yes,3,7.5,7,3,3.3
272,65.95316096598582,60.84720604970856,76.38595248592796,85.42916437673207,61.10568876716864,60.9322509602509,69.4491200129875,66.39410954790611,70.41105498782302,64.0658399094258,86.18702284060419,77.91572694963361,52.609085935594926,37.10314711011948,82.20730133867399,16,Female,11th,Low,Visual,3,Yes,2,6.5,4,2,9.1
273,70.64669783935346,87.11790091715591,72.29616735860692,58.20772366930935,70.74399351191856,60.090374815280185,76.50993279569504,61.0483201188998,82.92992935009468,49.257934143038035,82.65940356068313,83.33854207243874,64.81691797476407,36.02300954156737,79.79944671309758,16,Female,11th,High,Visual,14,No,1,8.3,4,2,7.5
274,77.15003799023329,39.579869253110814,72.51001828463924,67.2358499036919,51.89536101081205,77.8847579686082,55.24509502707369,66.52466523149107,54.06669047319735,64.90449201915638,96.9378624111414,84.31756496198099,45.323957516759656,33.1506322224832,79.40956164186974,14,Female,9th,Low,Visual,19,Yes,0,9.8,4,0,8.9
275,63.5778959893572,53.7366607833663,45.727839360646776,40.44848059093134,60.20943896591586,73.5956609330538,50.47791017827291,53.52958735464342,56.19121787920938,69.49696188128128,70.21324894973077,27.268829968184154,39.30293817696183,39.60288561816409,54.60242556368671,15,Female,10th,Low,Auditory,13,No,5,6.7,3,0,4.9
276,58.8572873287403,34.94655175291355,66.8342628870215,52.50974678593309,52.752806547559935,53.00566806724482,69.53976484592306,50.50918895871968,80.3403204106273,72.22914525650744,65.71218925178982,51.347222563617905,29.157528093276404,41.98195563814535,63.72672376605238,17,Male,12th,Low,Auditory,1,Yes,0,5,8,0,8.7
277,92.63161800852875,91.55523261009836,79.10310613259374,86.506994635960055,64.04569903537737,72.48760305225703,59.30754957888769,76.54270193041474,59.650906253695645,91.37528822682681,89.13212064886466,61.012323949283434,60.807148856647785,29.619057627129198,79.66381065566576,17,Male,12th,High,Visual,12,Yes,0,5.5,5,0,6.3
278,82.11808820545478,68.20090763842617,74.80880941600243,69.8172105399965,46.54706254210789,62.93065800445679,84.20826528929365,70.25783848411541,77.43753267778618,84.9192681962274,84.15616535232402,68.43609622634679,44.70360889458054,28.728154501051506,86.84608673303666,15,Male,10th,Medium,Kinesthetic,5,Yes,0,7.1,9,3,2.8
279,62.85072115768512,77.40354454373093,78.1784801677097,59.40791102540634,85.35717879824335,62.523445355315594,69.80528142143964,73.87628403916459,93.23125973465358,76.15152238314757,99.16645934805274,64.67996456150918,64.2842213175043,14.36434092825969,63.81145649796503,18,Male,12th,Low,Auditory,9,Yes,0,7.1,3,0,4.7
280,75.63438049313528,78.38952733852048,93.41054882557849,68.66645873161016,82.48791940816966,91.06835169583704,57.89438005145878,83.1747891414502,91.47181380890457,78.51704783288629,98.86619968689047,85.41911505961673,88.07143831935645,15.299418599037434,90.19621118423632,18,Female,12th,Medium,Visual,17,Yes,4,5.9,6,0,1.8
281,30.035590077238666,60.0809440252457,32.67584850790432,48.00688423357538,57.11859750859622,69.664231331101007,52.29322258938307,47.02985868223006,31.323835470100263,67.44458040900348,81.54626594856381,54.521742339042355,71.25221352198234,47.58393322743843,52.20766536427804,14,Male,9th,Medium,Kinesthetic,13,No,4,9.6,3,0,2.1
282,86.30951945501413,53.572810933345444,60.86864352093693,50.402232913689176,69.77793381400335,51.65726569816351,84.26026310212978,77.3143587622918,80.94610307025341,69.63666008587603,97.08584164269269,66.19064410569526,78.006335558792685,23.862135823717736,73.33304187391931,17,Male,12th,Medium,Kinesthetic,12,Yes,1,6.9,3,1,9.3
283,88.49742741145805,69.0213116490862,72.28460412293617,54.501939394030714,70.67010604390146,63.55734415300795,52.00560483057712,60.29508127960791,67.6135090941081,71.63631745977142,97.14495678897947,68.15156793594362,61.12634583383904,25.504373834418374,83.7820783352456,14,Female,9th,Medium,Visual,12,Yes,1,7.2,6,1,8.9
284,73.30959883223304,69.38181989421673,72.42260497586926,54.09127222967853,74.85365938978971,66.22092076210974,72.18788626750856,70.94240819427105,73.6594344334492,74.14111899311129,92.3439026158303,79.51889434480401,46.19729210247721,31.181751179609794,72.97007204640238,15,Non-binary,10th,Low,Visual,8,Yes,1,6.2,6,0,5.3
285,82.9309979915499,70.46124209771195,70.15020709000179,59.23715886521612,78.9189866651783,81.39333076048474,70.194424834681,100,69.97006787826538,99.23823950131798,88.93497853074223,63.71804860237436,85.56771363427809,29.14883945955283,95.78708525424709,18,Male,12th,Medium,Visual,8,Yes,3,6.8,5,0,7.1
286,75.48451143989082,76.51671102093061,63.56133569955325,85.4461184311574,66.33043042263748,75.10037452336381,57.07880211466161,76.3856460551651,74.35003201826011,47.21136019105083,84.16975141968578,77.7081867169404,84.04771131652575,5.51378646370781,79.95119681899253,15,Female,10th,Low,Visual,10,Yes,4,5.6,5,0,6.4
287,71.81531521710733,66.80331276939641,53.941254790679295,67.50682917791171,62.239928945093084,73.55759428247929,58.8719081580714,100,62.1790113299201,67.17796688667956,82.19159477390349,78.26099970602377,74.59726436246363,31.441186762608623,92.92619887039866,18,Male,12th,Low,Kinesthetic,3,Yes,3,8.2,4,0,2.5
288,76.53519984734494,74.35996057734584,76.74310196964021,50.90147608428657,71.40440766713688,66.7949006743597,71.99534183963887,69.84070821832019,65.92334905628951,58.28762800238592,83.32383472472429,82.62761627968408,64.57488769177527,33.33676634814215,79.21503008938672,18,Male,12th,High,Auditory,21,Yes,5,8.2,3,0,7.1
289,83.98379755642648,74.63112576233945,78.66699129039131,77.56717291284168,72.27793843711254,77.20449424080687,70.5783935672463,80.11286386260235,65.71748627267256,71.93770942237221,90.25898068211973,74.86603220085888,64.27368572230728,23.7804686168379,68.17271509162939,15,Male,10th,Low,Auditory,10,Yes,2,6.5,5,4,5.9
290,82.24341389831446,83.44145418080232,100,72.60959184946505,77.76389186788263,85.30752453281858,74.80543174837605,92.3877592865064,74.67232202121505,81.11914916297862,95.13190352823585,85.70944903304874,76.6645922450977,17.105729250448434,89.18102072135383,15,Male,10th,Medium,Kinesthetic,1,Yes,0,5.2,3,0,1.4
291,77.69165410758008,59.73088501495598,49.17658150684171,54.112312035680674,50.95642208725818,76.3533873386609,88.70158387929325,58.54538061518719,61.14564555829492,61.24466099312832,95.69531643297523,86.08192158704027,51.28867250012755,21.16465909988358,81.1591666307545,17,Female,12th,Low,Auditory,11,Yes,4,6.7,8,2,1.4
292,76.81818736068932,72.6213604035187,76.72780784175018,71.19336469230862,75.3040752337278,57.731113888066574,74.35507648626987,89.72798648400098,69.91595239661311,65.82357099229121,94.06346736941487,73.29259493151393,69.78520850181584,33.313793581148104,73.51124662826962,16,Male,11th,Medium,Kinesthetic,16,Yes,0,6.3,5,0,5.1
293,53.00282422040446,62.693937821241725,56.838612329257934,62.32873571197641,90.5410707311695,71.38225403263888,62.808537222466484,78.88692440655481,74.91372928474695,69.19649930894224,88.1993292318657,51.99500332127534,70.85434994657837,24.736519211398836,59.99162175678226,18,Female,12th,Low,Kinesthetic,12,Yes,3,7.9,3,0,6.1
294,91.27353810571726,77.63304421127287,86.70678454119945,67.2466209669975,58.800368651193985,74.84900197853092,60.32256571971204,81.14524096003981,87.2087302902929,92.64467012000117,92.91711264988407,58.623585001448724,74.44235984040233,24.45356562821051,85.99824655782442,17,Male,12th,Medium,Auditory,16,Yes,1,8,9,0,8.3
295,61.63138610532572,77.42195347925163,52.44023866512918,61.00609278044111,58.72852702056941,65.8691508634145,45.224806879568476,62.27883416846999,50.324914525217345,64.7377802415725,64.76750753005035,43.09869699663249,34.40195780887731,30.652297161165233,47.304547759105695,18,Male,12th,Medium,Auditory,11,Yes,0,7.3,6,1,7.5
296,80.67079673152784,61.68010808427917,78.44252155565457,68.88959215301537,81.51264617989821,76.06692590389879,80.73249853662448,86.14883360737298,94.63102874102748,90.71507171708646,88.60311374766752,91.55657151343846,76.6018517916846,25.275345437917682,80.75732380274631,14,Male,9th,Low,Auditory,9,Yes,0,6.4,6,2,7.3
297,95.78761290906594,94.40824449698826,69.08053142902328,89.7490167475161,53.16890214925709,56.07341395221253,87.95783334794311,70.36939268501789,65.33782099433273,77.79023019683957,91.33072210825048,85.25451259448404,55.997378462985864,19.011707609953717,76.81441038701894,17,Male,12th,Medium,Visual,19,No,1,7.9,6,1,7.3
298,90.94813301579812,68.61003399054452,68.45195819192588,84.08951423070751,87.19817464979951,62.39213337627916,72.93607137426089,63.91407615747119,60.08805884174065,80.33883101981385,87.4541045119986,72.15454744346174,54.089684997961,26.73409126206035,81.48003818354913,18,Female,12th,Low,Kinesthetic,7,Yes,0,6.7,4,2,9.1
299,91.26737016297034,46.891674718044015,70.50751546234041,82.69523457393203,58.20788067899316,81.6681337455667,66.20772584702729,77.0775212141734,84.73765778101742,78.98576833356327,97.75372548494488,85.44416787260275,56.8105591473071,29.11515577428713,74.04656627755587,14,Male,9th,Medium,Auditory,7,Yes,4,8.8,6,0,3.4
300,62.947388079232255,67.31536122741986,45.298539955549444,60.83598734853565,50.68041464128028,59.812898720979206,68.70974118574217,41.54827260093126,58.41211905454175,64.42160989464675,70.52288373466581,28.306638834120612,59.13263705378654,45.069983511191694,65.78513846027607,18,Female,12th,High,Visual,13,No,1,4.8,7,2,4
301,73.75644746662297,66.32115355634977,39.167459775984184,68.75232583376831,44.671679359117434,52.256940151356645,64.00314745480856,58.37198162981397,62.072026008578064,70.5191049526703,65.22660666611046,43.528264437567884,26.810460448080164,39.382099802111775,49.91858582220737,18,Female,12th,Medium,Auditory,11,Yes,2,5.8,7,0,1.6
302,74.463652464539,74.91458547536361,52.289812945604986,61.402222307066054,73.1104350296466,69.70870667038642,57.89388655326334,74.03141736448346,69.6720588820145,80.76874216206225,92.95656270813197,61.31393747677045,60.56552707117559,55.223980704282226,67.48137209394096,18,Female,12th,High,Auditory,10,Yes,0,5.9,4,2,5.2
303,57.499307062592734,79.04339604766756,38.29453409820911,85.70620454766495,51.992374262907234,51.742813644133946,59.537354926554904,67.89611706129557,93.82651379852044,65.7997756221849,78.30611885525286,53.89279589928138,44.046034591716804,39.39566552020738,75.44562644686121,15,Female,10th,Low,Visual,14,Yes,2,4.9,2,0,9.7
304,56.421327337285454,69.3384548475408,56.55524756067697,41.240018487889714,49.365303214949904,36.7183480319447,59.104338758129735,36.00702350492961,49.277186700906825,45.81554194376743,73.4904287289828,52.48851963645143,28.621112916180095,48.49013844908703,74.71902505326398,18,Female,12th,High,Visual,13,Yes,4,6.7,1,4,5.6
305,69.76465863433833,79.84011110654947,79.007793871524,67.70221762523904,83.35890899782653,88.73479836507303,83.04125549389337,80.72124535677594,94.03769607441458,88.25511705477186,95.80618999549188,91.33305395077032,86.76922910688245,13.283009240707909,86.92075263825522,18,Female,12th,High,Visual,15,Yes,3,6.8,6,1,3.8
306,69.92626299595,65.9908210801496,51.83770718553659,46.98035579269302,77.30693180453689,61.592195837487466,86.04004378988826,80.35949810525868,85.86521637732761,74.27310980340357,81.41269915970042,74.20851504045787,42.467109291822474,44.744568718066795,62.27064082272633,16,Female,11th,Low,Kinesthetic,10,Yes,2,6,6,5,4.6
307,72.43516637323252,60.08423986265745,67.31180746236882,50.574546974878885,74.46986972332677,81.82314298835257,72.83358694174728,87.12267844661139,53.59899995250192,62.48447926054244,94.00169583037496,66.60442046519304,60.206741502454065,29.92332074067531,73.595785571109,15,Male,10th,Medium,Auditory,1,Yes,0,7.6,1,1,9.2
308,65.18957972947493,74.27007547827152,75.48546171581441,60.66984575271022,75.7921727352373,84.87994449120072,73.33734602358392,78.1312259296529,74.51505713321932,78.26084004108738,93.58118169009686,71.13145255522151,55.739811289553835,20.399075370246162,70.3467493990747,16,Non-binary,11th,High,Visual,12,Yes,1,9.8,9,0,3.9
309,74.91146204122848,62.06981787347522,55.1173831258864,48.953589770623495,48.48827804765811,49.62715034298175,67.70891154538575,76.1728766067148,63.993058796555125,77.49164757240453,94.66099022421986,86.7467654483791,55.024409546811945,45.71427626421723,75.38614494293316,18,Female,12th,Medium,Kinesthetic,11,Yes,2,7.6,7,0,7.4
310,79.26542562665908,92.57487272043575,60.92303988076493,78.85180802174713,74.9200600945025,70.22411302989273,100,82.8725494643057,75.59753316925068,72.55824879384076,91.44228214747272,71.45281929502748,37.68017439379103,32.13770830421916,59.11199016124005,14,Male,9th,Medium,Auditory,6,Yes,4,7.5,2,0,2.5
311,80.78400488855279,86.26501323138223,77.38023420663592,54.322152134650295,86.14477468842512,68.3627333441448,71.78738701781818,69.50761371170863,67.84199276419592,70.80977083040631,83.02750611677766,69.7529826320281,58.77340682665567,27.813897561099328,78.8780605657503,14,Male,9th,Medium,Visual,8,Yes,0,9.7,3,1,9.1
312,69.29588477571433,62.355451676578284,52.859848585385905,56.66660616873967,46.627972453259574,42.225875218931,68.17404630399787,71.07578939809964,77.6492938348195,70.67114473363999,92.7515876526013,64.38002794504612,38.659153358697964,49.72466173752611,54.48055104901458,14,Male,9th,Low,Visual,15,Yes,4,7,1,1,4.6
313,57.6167193256626,67.04885529683514,37.56572891380671,26.59856324313691,65.87022702736091,77.45260608972147,51.423161658737314,46.75975075400014,43.700754806582886,77.8167119880471,65.987318768166,71.13012030393172,52.25045209926651,66.26352462604645,70.91078399804042,16,Female,11th,Low,Auditory,1,Yes,3,7.5,8,1,8.8
314,73.11084461851435,74.37799522643195,74.60340357392623,87.05246376080896,66.64697874351253,89.80820292642322,62.8102549268303,68.4480633282037,68.74385990200317,67.8087435929757,99.2459712550044,57.76877916063475,50.509296681175854,31.091716176797263,59.37443415863905,14,Male,9th,High,Visual,12,Yes,1,7.6,5,0,1.8
315,74.59754567185153,69.56404084337524,68.931818603589,48.60305825930912,81.66800806145264,55.14625952887341,55.228795896801884,64.1735964373311,85.49303790912259,71.06882930764971,92.0480200368911,65.71297078218643,29.020737797318862,22.21780005481518,79.10006731228901,14,Female,9th,Medium,Visual,7,Yes,0,4,6,2,2.9
316,64.18315586678797,53.84044470894712,82.58920085099295,43.18897271946751,69.99858891646663,82.73441011270819,56.28811835217146,89.72180989754705,87.30326751506254,93.71754464208067,97.63655956485309,61.172454981474715,72.21546740723215,29.629699958110724,76.55223018277383,14,Male,9th,Medium,Auditory,5,Yes,1,8.8,5,1,1.6
317,76.2485572972962,59.52204447510841,76.71207414363386,65.14668135373543,77.77126625467103,69.79370188683541,73.37411958929316,78.48837865586073,82.12314174845312,95.12121997633912,89.2824325885158,78.31302978932551,76.98128241318875,34.127700657089704,70.46860294794507,16,Female,11th,Medium,Kinesthetic,7,Yes,1,8.1,5,0,4.6
318,66.01797946288328,62.65179411901936,93.23165408157233,77.05471058217346,74.13379750834137,61.61103886017874,56.546320255616834,75.5670136328276,89.38423467577404,63.98497104264865,85.50290132407099,60.65724105326266,77.71132180886495,31.429936839576555,90.64737459398148,18,Male,12th,Low,Auditory,6,Yes,0,7.9,3,0,3.7
319,79.0090412754538,51.42931335145295,77.44401680084276,56.78219157724011,70.00603359390358,68.98346628875234,68.55941857370345,66.68630943266147,89.21208154613211,85.09854857976799,83.73850254807621,81.43553595910808,75.49386420145228,30.704217255703384,80.51111001792324,17,Male,12th,Medium,Visual,11,Yes,2,4.3,1,0,2.5
320,62.54935223488864,52.467553172850444,88.2383450784494,75.4172762467645,79.12758732787799,80.92608665890435,72.109637312129,91.1586792542278,86.090806159693,88.68864031315593,95.79193523270078,89.74334700699356,73.79546198219388,21.631153521929313,71.99272925896244,16,Female,11th,Low,Visual,8,Yes,0,7.4,7,1,1.8
321,78.0455450679221,85.4124277850926,82.98793711024646,68.2538718406952,77.44802242974073,93.02733569685996,50.08313018577687,92.94327280775047,83.65843774437595,84.36449410178405,96.97913080104627,89.5330893578348,72.83939494976508,20.803762345732807,88.3343604408297,15,Male,10th,Low,Visual,13,Yes,2,5.1,6,0,2
322,67.37773102741714,75.98164846590653,88.3742145364628,66.44620002003849,78.94726168727865,64.79404654211046,78.99668102016744,72.39112807430612,61.37467534504414,67.98515727083827,97.45948303956538,87.1648527264982,84.18121796047681,39.029607681008294,63.1655801375819,16,Male,11th,Medium,Kinesthetic,5,Yes,0,7.6,2,0,9.9
323,89.33080023909366,67.57448037418747,69.33061572290747,71.56310179393493,70.62937715542301,65.06119946445105,76.84869475041559,65.1795750956909,64.35204832648327,67.45706592495274,84.4744415814057,85.3218731514917,79.40092125204623,27.02503107555344,81.15877201749547,17,Male,12th,Medium,Visual,10,Yes,3,5.7,5,2,3.8
324,77.13868369840702,45.00799287385533,59.7265368012788,49.10704396945614,49.08628525387256,81.72327470932063,61.29538567770558,50.28485170000302,63.42207855646392,74.92522084757357,79.85876672551967,37.43463691247088,46.578201635513,36.621948115874794,31.446283371074582,18,Female,12th,High,Kinesthetic,12,No,2,6.4,5,4,6.7
325,77.59344892403064,56.76394380666791,82.1453116501875,31.227634855339645,68.68996180775063,59.46602989633262,81.27165901314214,62.721653607712675,79.35340589208178,65.3170789616425,91.03292006533593,62.13649493937397,69.83479279374771,28.42969889610489,81.72986870734913,17,Male,12th,Medium,Auditory,12,Yes,1,4.9,8,2,2.6
326,87.43414843015341,82.77615383990222,82.60482257763545,51.90203768739052,54.19269425631957,74.99946868872789,57.29613729169375,67.2387691006681,77.54257718302321,87.07142236111173,93.63149271346629,84.61521955218532,34.501016764298576,11.874852547542918,86.44141097421408,18,Male,12th,Low,Auditory,15,Yes,1,6.3,8,0,8.4
327,96.74270928618219,89.85778227536629,77.42249032302166,81.89370725950923,68.39038070553804,63.47859873968328,92.43233212525891,65.50662314924261,33.62615472004623,72.99962209076087,86.56526773353107,90.09205862929929,63.58120444991727,27.97705268855929,80.57915210219355,14,Female,9th,Medium,Auditory,10,Yes,1,4.7,6,0,8.5
328,79.70977438734522,81.51383992123418,96.22301995407872,61.27451314807922,80.55164173631266,58.177802150947585,69.155575103034,57.920582902396376,82.84892833342897,65.44903917045399,86.57347558997571,58.53050451415611,82.21527895629012,39.16191212458402,78.35131017104749,18,Male,12th,Medium,Auditory,6,Yes,2,5.8,1,2,3.7
329,80.7467532847443,72.44343594263958,67.08254688776255,62.847111086668704,63.9616420352919,82.38672518472221,75.9949205330632,68.91266242403734,58.61143035247109,73.19855338558354,83.1415196089074,78.4193434283236,61.48009157037647,27.904881932156684,65.45114225462981,14,Male,9th,Medium,Kinesthetic,14,Yes,1,6.5,3,0,7.3
330,80.52119679511104,86.2606584680363,63.21722955095904,90.6822867183951,52.19813886346621,80.3076900419315,82.04073983262104,63.71610493256108,49.97073137344903,62.12107657556214,97.84054244752042,80.45575680865127,65.98112089017668,25.087983145896143,74.82859939965121,15,Male,10th,High,Visual,11,Yes,1,6.5,3,0,1.6
331,74.970262962964,73.95098592730207,78.58103026992161,84.16568587387388,94.07690348696029,92.52144065396756,83.38272183018675,84.05353847796123,89.60804582646509,73.69108634087443,98.0223166977521,84.36305775104894,77.51973180984918,15.742216814620182,92.67363449559822,17,Male,12th,High,Auditory,11,Yes,0,7.8,6,1,8.3
332,79.61798238033592,62.245731274875794,65.78134248012582,73.38182777377143,76.76722869504144,81.18014780483702,78.9615770538062,88.47277770288412,58.01917453434803,74.00563010832249,99.66178562957793,67.29099682352818,59.08821143173687,39.757084548602585,77.77768209440347,18,Male,12th,Medium,Kinesthetic,8,Yes,0,5.9,3,1,3.8
333,88.97761598820591,53.015640902877415,77.22914939747069,43.16516653817111,57.22413118005015,54.074588473423724,63.45482435974936,60.59841072168606,56.74193304161955,67.19190400939075,65.42817931273021,40.11039976800603,14.629314123760292,53.00322186350917,53.34263594880908,14,Female,9th,High,Auditory,8,Yes,0,7.9,4,0,8
334,60.715789365888796,79.16629364268864,82.37635836798015,70.14010714862864,76.25689162784845,77.96054651119893,78.42370468111288,81.67832683259171,80.69463334647374,97.35675880923863,87.14637303492054,83.34188898006936,75.70006842576198,24.694483164809338,97.9406719994437,16,Male,11th,High,Auditory,4,Yes,0,7.4,4,0,8.9
335,73.24217630830765,76.94559084141143,77.85857941062054,79.77018586775297,74.177120868164,68.08719419535855,75.63353249160495,72.53522340813204,72.4352214016804,77.19590249915119,95.60319577343762,62.1423118460373,66.98285555149508,12.492639343723248,61.79087714075505,15,Female,10th,Medium,Auditory,11,No,0,6.7,3,0,5.9
336,79.3697555030229,69.46515909083192,50.62704709646983,70.075300895703,75.55859953180361,61.98082830989776,77.68621832174641,83.42754651683119,74.36836461969956,60.181138358762695,88.77332478761673,49.51096885496887,48.952280898344064,39.68005090421516,71.56881145749739,14,Female,9th,Medium,Visual,5,Yes,3,8.9,5,2,8.7
337,79.03312290172167,81.78800825326744,78.85291484845035,77.72390320131369,73.33050186582162,75.56484116219215,80.85372374873496,88.29171926812062,78.04702747964599,67.592179580164,95.76181663549505,76.69628616141057,76.40848384265605,14.828823668851335,90.5331963165958,18,Male,12th,High,Auditory,9,Yes,4,8.9,2,1,3.6
338,92.87004353345063,77.63504252776845,92.51636356040399,97.51293053360243,98.27427708581291,71.50613145677798,75.40383297050747,88.40418842099257,89.06763659833166,79.86854420329443,99.52061475836672,87.76619784737767,75.07809075624643,17.60656615089361,86.81132869944965,14,Female,9th,Low,Auditory,17,Yes,0,6.5,3,3,2.8
339,80.8273656547302,90.6229835926168,76.80560710906755,73.81195849141106,76.13946508291731,93.30562577179728,95.4218254592152,89.00586502271263,85.53048700090137,90.92999842390554,96.61089337663725,78.07988272348508,89.05558520545688,26.726503897116572,78.80140540879866,15,Female,10th,Medium,Visual,17,Yes,1,8.1,7,0,1.9
340,99.5132606335225,85.33591961993466,64.06215469319591,85.49216432082538,61.0900186986109,80.901318674451,78.61536735652902,63.186772733497605,72.30342574589494,65.41740566706294,92.22842663759366,73.54183571870507,70.0278285815329,24.768195446918003,82.35167326629208,16,Non-binary,11th,Low,Auditory,12,Yes,0,6.3,5,3,1.2
341,68.83020895919485,79.46770883122272,64.69750414841903,45.262018597176706,54.68905480843656,44.95005642899944,86.16436738642776,68.48330663139262,54.550050322981235,74.67675329647354,90.6723491253797,72.58715782175997,79.62465432520148,25.202768116192416,80.7883391263135,16,Female,11th,Medium,Auditory,15,Yes,1,7.8,5,1,3.4
342,83.32577561550012,35.52460552550188,71.3490648126414,76.12429658078847,86.57717466888124,55.99083887533919,67.9326783187326,49.07448717724163,74.86549146633067,82.12290677704934,90.81514803227037,71.4755742455189,52.340104954076594,3.320417634078101,66.64769375622414,15,Female,10th,High,Visual,10,Yes,0,6.8,5,1,4.3
343,87.36750302952161,50.494653319131416,71.6693804116007,52.591520321644,70.18316001759146,66.22635052303079,63.64085761858244,73.77491844830205,48.23006410575062,65.00559584625124,88.77661938313395,61.042387489849176,17.15270038723641,55.637633975940744,54.36004209904003,16,Female,11th,Medium,Auditory,8,No,1,7.1,3,2,6.5
344,69.9798828838398,81.39850908886926,61.515201249073215,76.55169074194038,57.667744279252645,56.01474204504979,76.9409456512966,75.17915232390216,70.85467368367507,61.191009518282264,92.70424340385944,74.58505667493202,50.71792363675987,23.200626084753907,79.14206182097416,16,Female,11th,Low,Visual,4,Yes,0,6.1,6,0,4.5
345,73.66427285746921,65.01312002605484,48.955058632159215,67.91008633152295,54.26869327179872,64.39250719809425,68.67916064092529,78.76932525982626,97.70783216802204,57.1608357437015,85.61183948651887,64.88815493291429,20.648105669861604,29.88140697224632,64.30436617515151,16,Female,11th,Low,Kinesthetic,16,Yes,0,5.2,4,1,3
346,84.71707142883362,77.4605832755702,90.54715808032681,63.626621110562866,78.24113559706794,66.58589480748186,64.30533448958178,74.09696682139432,61.64212493679811,80.70513434123538,92.77735436335206,77.77727573620663,59.88402252839527,39.68502349122963,79.90184917432232,17,Non-binary,12th,High,Kinesthetic,16,Yes,2,7.6,5,0,8.2
